MediCrush1017.xlsx - Sheet1
Drug ;Dose Form;Comment;RPH1;Date ;Reference;Available in liquid form;Gastric Feeding Tube (Recommendation) ;Volume to Mix;Time (minutes);Volume to Rinse; Jejunal Feeding Tube (Recommendation);Volume to Mix;Time (minutes);Volume to Rinse
Bethanechol;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";Hn;10/6/2025;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=45285692-de51-413e-8a51-7fb792eccc81;No;Dissolve quickly;10;1;10;Dissolve quickly;10;1;10
Bexarotene;Capsule;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";Hn;10/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2015/021055s010lbl.pdf;No;Contains co-precipitate, mix in syringe and extra rinse ;15;20;30;Contains co-precipitate, mix in syringe and extra rinse ;15;20;30
Bromocriptine;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";Hn;10/6/2025;https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020866s012lbl.pdf;No;Contains co-precipitate, mix in syringe and extra rinse ;10;2;10;Contains co-precipitate, mix in syringe and extra rinse ;10;2;10
Calcium Acetate;capsule;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";Hn;10/14/25;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=78d66474-09e9-72a8-e053-2991aa0a76ec;No;Open capsule, contents dissolve quickly;15;1;20;Open capsule, contents dissolve quickly;15;1;20
Calcium Carbonate (Oyster shell);tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";Hn;10/14/25;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=766b3f3f-8bd1-281c-e053-2991aa0af54b;No;Not for FT;-;-;-;Not for FT;-;-;-
Calcium Carbonate (Tums);tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";Hn;10/14/25;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=766b3f3f-8bd1-281c-e053-2991aa0af54b;Suspension available ;Not for FT;-;-;-;Not for FT;-;-;-
Candesartan;tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";Hn;10/14/25;https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020838s041lbl.pdf;No;Dissolve quicky;10;2;10;Dissolve quicky;10;2;10
Captopril;tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";Hn;10/14/25;https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/018343s087lbl.pdf;No;Dissolve quicky;10;1;20;Dissolve quicky;10;1;20
Zonisamide;capsule;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";Hn;10/14/25;https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020789s036lbl.pdf;No;"difficult to open, does not
completely dissolve";10;1;20;"difficult to open, does not
completely dissolve";10;1;20
Zidovudine;capsule;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";Hn;10/14/25;"https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/019655Orig1s060;019910Orig1s048lbl.pdf";Syrup is available;Syrup is too thick. Capsule dissolves quickly;10;1;10;Syrup is too thick. Capsule dssolve quickly;10;1;10
Voriconazole;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";Hn;10/15/25;https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/021266s057,021267s067,021630s047lbl.pdf;Suspension available;Use suspensison;-;-;-;Use suspension ;- ;-;-
Adult Multivitamin;Tablet ;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";Hn;10/15/25;;Liquid available;Use liquid;-;-;-;Use Liquid;- ;-;-
Children Multivitamin ;Chewable tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";Hn;10/15/25;;Liquid available;Use liquid drop;20;3;10;Not for Jejunal Feeding tube;- ;-;-
Vitamin E;Capsule;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;10/15/25;;Liquid available;Use liquid;-;-;-;use liquid;- ;-;-
Vitamin B comple with Zinc;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;10/15;;No;Does not dissolve well. Require extra rinse ;20;5;30;Does not dissolve well. Require extra rinse ;20;5;30
Verapamil ;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;10/15/25;https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/018817Orig1s035Lbl.pdf;Injectable available;Dissolve quickly;10;1;20;Dissolve quickly;10;1;20
Calan;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";Hn;10/15/25;https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/018817Orig1s035Lbl.pdf;Injectable available;Dissolve quickly ;10;1;20;Dissolve quickly;10;1;20
Varenicline;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";Hn;10/15/25;https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021928s048lbl.pdf;No;Dissolve quickly ;10;1;20;Dissolve quickly ;10;1;20
Vancomycin ;Capsule;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";Hn;10/15/25;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0e7ead22-9618-418f-85a1-4d5ed0949f78;Suspension available;Use suspensison;-;-;-;Use suspensison;-;-;-
Ursodiol;Capsule;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";Hn;10/15/25;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=476179dc-b410-4305-881b-470511765647;No;Poorly soluble, requires extra rinsing as ppt quickly;10;2;30;Poorly soluble, requires extra rinsing as ppt quickly;10;2;3
Ursodiol;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";Hn;10/15/25;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=476179dc-b410-4305-881b-470511765647;No;Poorly soluble, requires extra rinsing as ppt quickly;20;1;30;Poorly soluble, requires extra rinsing as ppt quickly;20;1;30
Triprolidine and Pseudoephrine;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";Hn;10/15/25;;No;Dissolves quickly;10;2;10;Dissolves quickly;10;2;10
triamterene;Capsule;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";Hn;10/15/25;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dcaa7b4d-9613-298a-5a39-f2032492096c;No;Dissolves quickly, need extra rinse;10;1;30;Dissolve quickly need extra rinse;10;1;30
Tolvaptan;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";Hn;10/15/25;https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022275s017lbl.pdf;No;Dissolves quickly, need extra rinse;10;1;20;Dissolves quickly, need extra rinse;10;1;20
Thyroid;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";Hn;10/15/25;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9b517204-3d73-410f-aa86-741f29e51906;No;Dissolve quickly;10;3;10;Dissolves quickly ;10;3;10
Thioridazine;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;10/15/25;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e0bbe982-6434-468b-bd29-64ac57386fbe;No;Dissolves quickly, need extra rinse;10;3;10;Dissolves quickly, need extra rinse;10;3;10
Tetracycline;Capsule;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";Hn;10/15/25;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=32a409a0-fea6-411a-8218-c1c7df46d664;No;Dissolves quickly, need extra rinse;10;1;20;Dissolves quickly, need extra rinse;10;1;20
Terazosin;Capsule;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";Hn;10/15/25;https://www.accessdata.fda.gov/drugsatfda_docs/label/2006/19057Orig1s021,%2020347Orig1s009%20lbl.pdf;No;Dissolve quickly;10;1;10;Dissolve quickly;10;1;10
Tenofovir Disiproxil Fumarate;Tablet;"""Manufacturer does not provide data on whether the tablet can be crushed, split, or otherwise altered. Additionally, the manufacturer does not indicate that the medication should not be crushed or altered. Please consult alternative resources or a pharmacist for further guidance.""";HN;10/15/25;https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021356s058,022577s014lbl.pdf;No;Does not dissolve well. Prodrug require acud dissolution;10;2;30;Not for Jejunal Feeding tube;-;-;-
